44SY464xDHbvOcjDzRbKkQ, japanese, 4.0, 9700
-134ZvJ4lgiqx-sjRBWQ9g, japanese, 4.0, 5145
TN4RnyqHMSupRFot4Q-_EA, japanese, 4.0, 3416
t1w4qyqyfEdTPhoy-5t3FA, japanese, 4.0, 2925
klAhw3xLQi9GF1tf_HnS7w, japanese, 4.0, 2008
7EaiwMVaNdQibSs0yYkE5Q, japanese, 4.0, 2040
7iY35991NhQ1AShJZCNZgA, japanese, 4.0, 1700
HZWHBfeuP4Fb6y8b8uqnbA, japanese, 4.0, 1626
zGAQqDu0Ak2khVYs9WdQxw, japanese, 4.5, 1238
5QgBCrAbXbM1ORiqZDrBPQ, japanese, 4.0, 1672
HfJhenvKDi-ds8SUJFwrLg, japanese, 3.5, 4073
FlZ1zdVEKWv7dwqm8Uw8-w, japanese, 4.5, 843
TBp9gdS6xEbSQqffVZ7iag, japanese, 4.5, 677
bB8dHfAEJrF5tNcHr0yJjA, japanese, 4.0, 1604
oTkzgr7hzOAdlP99Auj3GQ, japanese, 4.0, 1435
eRtceh_W_yniAfCqJni5Bg, japanese, 4.0, 1389
6lUsFj0KCao678o9L7QwUw, japanese, 4.0, 1183
8fr5FYU1ip0phERt1mrekg, japanese, 4.5, 709
OLSSJIp8pu5UlugTF7tuHA, japanese, 4.0, 1278
mESab-FqL5QqSVsnX72asQ, japanese, 4.5, 970
J9UA6rzI5WW_cDGjwDnF5g, japanese, 4.0, 1529
6qzNc9Z9DHYYleKqrW_K3g, japanese, 4.0, 937
YC-wGlO0oOkEIaCEDZv-ag, japanese, 4.0, 1239
MmXZLVwWcYugi_TXSHmjeQ, japanese, 4.5, 330
JhJLPp6KuBcD3CHCkEKJ_A, japanese, 4.0, 949
raelHbSJ_gTo701c-KyXWg, japanese, 4.0, 1611
bJgl6cDIBIMlgrntQbxt1g, japanese, 4.0, 1137
BPZfuPvSxCfoppU4lPFm0Q, japanese, 4.5, 817
nEkVibaTuIFEcTNtltFgJg, japanese, 4.5, 425
OFfZUS-nu6NDnsWe1B2bUQ, japanese, 4.0, 706
dtk1Cstz5MHr-B1AOM_nXA, japanese, 4.0, 1099
SxKvgnkMMZdhBJcxxKQnww, japanese, 4.0, 1089
wSGZA3DOFSUvALZRKCM_Sw, japanese, 4.5, 583
QR1YIRzFjd2bi5iBzT9zXg, japanese, 4.0, 1047
-J8VuX3wGrYSOBu2G0hMsw, japanese, 4.0, 1156
ONQRhDuWv0e9R5xOiI7YAA, japanese, 4.0, 1111
wjIyCBEpCG_HRp8veiI0YQ, japanese, 4.0, 809
ZfuZ2byArGq-5j8zX8Afeg, japanese, 4.0, 759
i8ejDDR4COtukAAA1Ls5fw, japanese, 4.0, 1397
diCW3Pj1PTVRSyol_d7cZw, japanese, 4.5, 479
GlPJPpKvPR4d8dmcSEYpdA, japanese, 4.0, 828
9jRwUN3z7k0seLOzWERVeg, japanese, 4.0, 908
P_UREWCQxEYVbBa-KW_Wew, japanese, 4.0, 1210
Ad3dUoLatOdNtB4LxfmmWg, japanese, 3.5, 1534
xrnk8mgoV7up6fauVmugpw, japanese, 4.0, 552
m6sYBuozGY1JhnHlBf1Bzg, japanese, 4.0, 914
KfaG5PoTEPpbODHBta9irw, japanese, 4.0, 958
DPDznXYX5DBLBASKfxQ-DQ, japanese, 4.0, 981
ytABgZNWnFXQUjOYjh460A, japanese, 4.5, 443
qiw9Kgsu5YVGrQL_OeDmcQ, japanese, 3.5, 1300
fePu8xy0ir_ikZcS_vVSBA, japanese, 4.0, 841
RjeW_l8OF99rn5df5-Rj4g, japanese, 4.0, 1014
_FhKGcCbiYgtkXcCiwTAiA, japanese, 4.0, 704
9xRIcn0jTyvWNH9aBO3oAA, japanese, 3.5, 1491
axqp3pGJXnTLgq2QrPyDyQ, japanese, 4.5, 467
ev6e12vhY_0y4qE1cRhv0A, japanese, 4.0, 940
wcwftlB-61XG4ymGTR61aw, japanese, 4.0, 596
Ms1p17KsYteDlkvHnllC2g, japanese, 4.0, 831
pqebqpVTT8bR_s9iEu8dOA, japanese, 4.0, 693
i9W3EVA6FjB6lWWSEmhndA, japanese, 4.0, 935
MvmuCDXPliFUYJ7B7Y02AA, japanese, 3.5, 1026
Pfjb9Rn5Th7R-pLXVARwlA, japanese, 4.0, 994
pNe8ZCkGTe4cXfKdOF7kYQ, japanese, 4.5, 355
0vg2Z-HPwkyVVX613j2ysg, japanese, 4.5, 362
bHGETjP_InKy0sIVHFgHyw, japanese, 4.0, 596
9bAyxRD6RsGEUQw424ovQA, japanese, 4.0, 694
7rxg-tWPc1jK7Cikn5R86g, japanese, 4.0, 475
b7Eg41LKjL2BtOXEqVCoeQ, japanese, 4.0, 877
nrxSzq-VxLqD7aFkE4SH3Q, japanese, 4.0, 598
GBWMJJ4_rDWqiXJ7AvHAOg, japanese, 4.0, 614
CqQ2Og9kf-LhlUWtODalCQ, japanese, 4.0, 715
abNHO9-xlCsv31gghCUuxw, japanese, 4.0, 847
itH4GH2Mw2D5n5kkQAtMog, japanese, 4.0, 589
8NVN6Nldm7AGoGaABBZMRw, japanese, 4.0, 632
r6r-XK_wL02FQdAgaauTxg, japanese, 4.5, 366
kr_Wu5m0P-AEghraNqXeTA, japanese, 4.0, 711
EvAJBgBdgOt1jx1EufRN7w, japanese, 4.0, 769
oyyubJoK0VZ2V3a5sVJULg, japanese, 4.0, 778
P8YbK6_2TnXHojrs0ycisg, japanese, 3.5, 1626
8iSU_z2JkjjUEjm-Ur470w, japanese, 4.0, 761
l_RAv09V67j-Hm9dyZxWhw, japanese, 4.0, 374
Je2MuObgrne2wSKhD5MZ0w, japanese, 4.5, 190
VaDcSFv8Ir6lZely4BhPOw, japanese, 4.5, 215
NRJq2BNcbjqAyxUB_bw7gw, japanese, 4.0, 554
uaFHoq-a5XqxF-bsOK9_Qg, japanese, 3.5, 899
wqYHhMnpdfUVGL5JI3Wi_A, japanese, 3.5, 1137
oJZq1JmKalXXjqWRKfIjwA, japanese, 4.0, 413
00mykkev3tKCjTsKV60yOA, japanese, 4.0, 647
W5RSIwNKBa7k0jeAs5KDYg, japanese, 4.0, 584
vec8jeVbbSGzVlStl0Xp_Q, japanese, 4.0, 458
2f0EWTvp3YDtGNKEEXKKhA, japanese, 3.5, 857
qEe7nIhPfEL6L0-VYhWRrA, japanese, 4.5, 201
KJTTqIxuB0BEsYxLaYyAZw, japanese, 4.0, 325
icpLRhJ1jpBX1zBGkt7Xqg, japanese, 4.5, 269
EzuRT_4vOrvWdHqZzEFf0w, japanese, 3.5, 938
6FZf17rNThWKoF4EU18wnw, japanese, 4.5, 275
6xPlSpyxE3PLJVeRvt2BwQ, japanese, 4.0, 450
BOz0qTUMtAfljd3Vn1rerQ, japanese, 4.5, 150
gZqwq8kE-Z3-DdZGOEjOkQ, japanese, 3.5, 732
n1xpGOPa7XRq4or7QLjzHw, japanese, 4.5, 221
y_ylOQzCP-9D_4DcUIJ3jA, japanese, 4.0, 608
0vSAR3Ym2fuehBvHSZyqIQ, japanese, 3.5, 723
WHXgDm3kcU-aONfjR8tX0A, japanese, 4.5, 214
tznio-FInuk87Y15Dgq5iw, japanese, 3.5, 812
qm1J_dPA5IHij1oAnoZwHw, japanese, 4.5, 266
diz6_4TVSP6EdWEZCZ0Acg, japanese, 4.5, 250
VVlHJ6_sJbRAodV5lCzBnA, japanese, 4.0, 615
ynIx549QFj29o84y1RSGyw, japanese, 4.0, 416
HFn1sPqKSzvxaMk2n2ZtJw, japanese, 4.0, 552
wQU3LMmOPNzxL-ptOi_F5w, japanese, 4.0, 512
AtUxlW7ltZb73ZXMwpkY_g, japanese, 4.5, 260
itblJyiTY2h2ACidLk66oA, japanese, 4.0, 527
HVwZqjXB39xb2wJeQBX8Gw, japanese, 4.0, 350
VaL9GaBR_GR-q9d1VzJF3g, japanese, 4.0, 448
af_i3fBov6BCMSfp5rrAdg, japanese, 4.0, 309
TeBthQZ2xpxyvXheS08ovw, japanese, 4.0, 466
8lYK0L12S3EPeJ0ZW2x9xA, japanese, 4.0, 440
zuiEL6WWZ0OXGS5whWfqGA, japanese, 4.0, 457
o5EIqc4LekAoeLHiYjzLqQ, japanese, 4.5, 198
0FOE_TW-91b9wN661lZMyQ, japanese, 3.5, 534
Fv6ueSQwc_ITpXEhybHvtA, japanese, 3.5, 680
je92kXXWjANmiN-dfwNapg, japanese, 4.0, 395
JUPxlDVMxuRSsqMcH6RCVg, japanese, 4.5, 1516
vX0_qcuVXoeeH1_24I8lSA, japanese, 4.5, 133
_IkMfWpOkQXRZtJAYJUJIw, japanese, 4.0, 322
i8F0fnempD5fTb2CxbwKDw, japanese, 4.0, 235
auqBQYuADVdWaTO-RNBeoA, japanese, 3.5, 515
7MzisfVMYsZYTFJv9Unpzw, japanese, 4.0, 388
ya4nQkuVH1ZnmNp9m1yISg, japanese, 4.0, 259
kN3rkbjvqkY62CDRYUVz4g, japanese, 4.5, 205
juoHZs-uMmqW4gQ1iISvxA, japanese, 3.5, 525
xFp3xSQ43J-i7nmJfNBsZA, japanese, 4.0, 465
sLxHi6kOAEV6iqr45jzb_Q, japanese, 4.0, 346
K54qUgd274Fj_LvHCjeSFw, japanese, 4.0, 271
vAxm4dekBCfaRNoBYbx6OQ, japanese, 3.5, 478
T1bgtJcjtc-6xykWqBRfUw, japanese, 4.0, 378
G9SWgxH65OBQaJaE8dHkbw, japanese, 4.5, 164
pTMnHb_W3sKqS8oCzjHdVA, japanese, 4.0, 217
XfHgiIsoo1Pr_v04bx9ptg, japanese, 4.5, 131
-T_5QJwgPMxfXTeOmpImsA, japanese, 4.5, 144
Fb8vIbK7jc_6cTDJ4tOKTA, japanese, 4.0, 476
YfpFRkOx6rFcWsuvQpyMHA, japanese, 3.5, 905
x593rd-PSjGje4Uks1FKEg, japanese, 3.5, 816
ULDVJYTT-47RqbLtlR_FUA, japanese, 4.0, 261
8NDTQb7JLHd4r0yDmpzjUA, japanese, 4.0, 354
l7G5tDA96xbA_bx1ZgkOeg, japanese, 4.0, 397
a7rM-AOM7_xi8AlWX-Thkg, japanese, 4.5, 213
od-5v2v1HdGisEDAXotqeg, japanese, 4.0, 442
RElijPqDOAPTHT3J4n_FEA, japanese, 4.0, 1103
ZOpnIsm7ihoO1gq2YmGdzw, japanese, 4.0, 329
t7BIiUN0tFg33kySuuQ0aQ, japanese, 4.0, 306
15R8rx9SHKNVYBwgAuTyGA, japanese, 4.5, 144
hvrQQ0YWqgw0__OnofqXag, japanese, 3.5, 529
FPuOTMD-dmXTFz3rUsEkMg, japanese, 3.0, 1336
DpZ7Xaub8Lhpg7VJdHaPpg, japanese, 4.0, 945
ct58a_D8Z8DoJt7luB50wQ, japanese, 4.5, 116
UlsRplz7jGbDLOOBi5X_ww, japanese, 4.5, 139
EBIjeMlkgU12CyCcUDj-kg, japanese, 4.0, 258
L3reOLLPez7lnOhyfCpvkg, japanese, 4.5, 187
9dikwBwukRl26W6Jqo09nQ, japanese, 4.0, 235
PTYUAAJbEmvIv4EsyRrcnA, japanese, 4.0, 400
NiFmuqLM-apdMX_jBPVIgw, japanese, 4.5, 191
xUD5j3fq3CExLfyV-GhHPA, japanese, 3.5, 573
qU3ejLMndurKQTkM01gutg, japanese, 3.5, 561
ynR4-QgEOsE7VhNfIWo73w, japanese, 5.0, 79
8tcFpd0dcmfzbLgbTO4tdw, japanese, 4.0, 210
IYlO-XRwjZlUl0yoKY87cA, japanese, 4.0, 179
zm-PPnv9eAkWYFGpVg9kMg, japanese, 4.0, 292
alFl7eiu6Go-YxZAdp88Fw, japanese, 4.0, 341
3Jr_9I2ouYHDNk8XWKdZ3w, japanese, 4.0, 379
-pab00ajP_NS1KGfILveYA, japanese, 4.0, 392
03-WCL7HaShHkS5kAk6lVg, japanese, 3.5, 485
HXLDYJ6Fznjn48VbE_8cow, japanese, 4.0, 318
6t5xWjPLWAjJV3YFMX_oaw, japanese, 4.5, 141
Uu1wc7CrweSIB4B7FLdbwg, japanese, 4.0, 294
c6R_hvUwsqXX2MUXWtO94Q, japanese, 4.0, 301
YjDOSFuRWNp2d1znivWyIA, japanese, 4.0, 262
MwtXOkRUndPU-ivbtLD-bQ, japanese, 4.0, 276
HvgrpROomwRg-pATqaV8oQ, japanese, 3.5, 439
1rjxNwYpg0orCcZi0ku9Nw, japanese, 4.0, 358
_lo33Y5H84CY0-TLuIwlVg, japanese, 3.5, 737
TwxP5xU_xyzlf7SVzCnpuA, japanese, 4.5, 105
4Jp0wdJXLpmgCwWv6o6YEQ, japanese, 4.0, 246
i-s1bcKdqQdm6JiVN0JRMA, japanese, 4.0, 172
rn6SmSqAYx2kLFIAxytMMQ, japanese, 4.0, 211
7j6CGUCw93gEsYqSetCstw, japanese, 4.0, 349
1-7C5Kv8B8PiIbfL3_uHlw, japanese, 3.5, 340
2TWVQBY6WvzvaU1taRXHCw, japanese, 3.5, 427
oKtDrJA7uaRvbrgBhF4Q5Q, japanese, 3.5, 363
oy_FqW6XO8S06pg6nHbhog, japanese, 4.5, 127
NlgC8TjNuf8sy6qg2xpqsQ, japanese, 3.5, 542
0lZeHrKy9DLfBxek_oR3Kg, japanese, 3.5, 411
PBowYD8-vzqbv4yx0TilVg, japanese, 4.5, 254
SPyN19tjQyRTD-ltN0qNJw, japanese, 4.0, 214
GfC7pvsvhZX4-QAeZ3z_Vg, japanese, 4.0, 222
aK2ipD9K8-usBw_gkvvJuw, japanese, 4.0, 297
ieXKc6S3WlEiVkyxgaF9Ig, japanese, 4.5, 106
_2V0as8DZDwVxAi3ZJ0JkA, japanese, 4.0, 279
DNSFvZtdsqkaidmFSpm-Jw, japanese, 4.0, 210
GknCLz8E_mC211psEX8lYg, japanese, 4.5, 80
Mzt7J53rOihwxIt41SH7vg, japanese, 4.0, 232
DdoubmNfPNRi9xNmcQ64ug, japanese, 4.0, 243
yj4culC4vfNKWXdj5ZxJ4Q, japanese, 4.5, 137
M9NNvpKlOWLxJbSPDTe0Lg, japanese, 4.5, 116
Clumryf360iOnwpZ2ML8aw, japanese, 4.0, 251
2YkqGzOldh-gcSSFkvP44Q, japanese, 4.0, 225
VzstANC68PM1BbyOcDXEtw, japanese, 4.0, 247
njmOPpVZxIseG262NPfspA, japanese, 4.0, 346
Gb79W0yuQfJvu0V0SDC0Ag, japanese, 4.0, 275
s2ii7iNxb0-hGVxHf0yexw, japanese, 4.5, 105
Q23LvHPuC9ajSbMEt8xoUw, japanese, 3.5, 293
-8IxLBoKZj_ZdBUxXgS3UQ, japanese, 3.5, 616
ZO7oni3s8jNG6NUztCQRWQ, japanese, 4.5, 128
8nmMip_O4vcPDcujTEa_TA, japanese, 4.0, 186
u0qfikB-ppp6UwoNKqxlRw, japanese, 4.0, 323
jsJdz6pvyYZjtut9vkUwBw, japanese, 4.0, 199
Nbqzy3ea5_x2zXWkdWlUIQ, japanese, 4.0, 219
GpCZORguVJZGpd5GoL9Arg, japanese, 4.0, 671
fL8LOuVbCzop2I9cGVvEUw, japanese, 4.0, 256
R-dUNNbtE0gJtK5iYjARJA, japanese, 4.0, 209
oEZgjH40y-3SVYSD9tnUkQ, japanese, 3.5, 280
PuiSQqVdC38FhwXtWOPJzw, japanese, 4.0, 212
psqD5se4A0sv9Zn3PyUlcg, japanese, 4.0, 292
kQa2W0D84lwO31QgUPoOLA, japanese, 4.0, 150
Zjdtcex73QIz2_MvEvDrFQ, japanese, 4.5, 122
icZcEK39HXuL2q08i4EkkQ, japanese, 4.0, 198
WLl0nKeWBksVM5SkKKuLpg, japanese, 4.0, 159
mlJpfJMCS_bFnR5cWX6DTg, japanese, 4.0, 209
VR7vl4qSerSyEMpHc0Bp9w, japanese, 4.0, 230
M8FNsKsudKbBcYMyH5bjlw, japanese, 3.5, 307
fDeC90b2ZqPQClL62jOUmw, japanese, 4.5, 95
TiBeYTtuJfTv616H1ZGpjQ, japanese, 3.5, 362
_pJXD4g4Fr0uWZvSKuG_cQ, japanese, 4.0, 245
f0CAuvkgAByWo4ceT3u9uw, japanese, 3.5, 279
nNAzEGkZnecQF0yZdYfMIg, japanese, 3.5, 266
jt-0y4RJ20ONbkxxNWG_Sw, japanese, 4.5, 114
O9WmKufAUqDM0j2HpgLVlw, japanese, 4.0, 647
cZAh6BzEeMI5fofWeDvuhw, japanese, 4.0, 150
WlRZ4JEAVqtemQ5WQhFAFg, japanese, 4.5, 100
Hkg4b2x8LlYbq2molIFdhw, japanese, 3.5, 603
et9pAFtSvNOct9Qcmtcf7g, japanese, 4.0, 174
jho1TctWYD-IZoWhkxqGLw, japanese, 4.5, 104
kesYSgOJW5krU6L8n9qQ4Q, japanese, 4.0, 188
IU7J-biFGBwrl6qKBPGStQ, japanese, 3.5, 229
lxQ-tzFmL1tmUqZUN-CSRQ, japanese, 4.0, 791
g8i7ZoTri1fUGkaIM6fP9A, japanese, 3.5, 306
aq0SXPyy_dpFjcfvTDRxBA, japanese, 3.5, 453
ejmJTjHzdMxoq3t7pnnjrg, japanese, 4.0, 114
73ORfmj4Et2DVWtroer50g, japanese, 3.5, 290
flHcoaHEWxACgc-Vk9MsOQ, japanese, 4.0, 149
FCoRGys6wgE7fSQ_YAUBeg, japanese, 4.0, 132
yoGoH-1kDWMrQBI95ITo4A, japanese, 4.0, 105
U7gqQHSRFNYCad3qGLj3yQ, japanese, 4.5, 75
zrjxk9o02-fs-hMcrAyaRQ, japanese, 3.5, 272
b3fuuJzb0uQDtVD3Zxe2Qg, japanese, 4.5, 59
B_kcyXzmkJlFI9pSl7PHvw, japanese, 5.0, 53
dspLTxhT3Po_lgpUOnYLHg, japanese, 3.5, 235
-Q8MYIWoE4EsGQtudIOY0w, japanese, 4.0, 153
8bnQ06S07cxZNIW1ljBURA, japanese, 3.0, 683
AnrLdpW6G-tXQ7xhBYiA5g, japanese, 4.0, 114
dz88dkY9JaoXe2sF8MSjVQ, japanese, 3.0, 1086
1e4J-25T_aXQ2QFiHL_yZg, japanese, 3.5, 271
u8seGm3CnP6RGEiimftUIQ, japanese, 3.5, 420
TBPoZ9bESX0YnIZ0uKjX_w, japanese, 3.5, 226
2SMaAUcbNjW7vSwdg38P2Q, japanese, 3.5, 374
FLKABU82NNDnCvZSZD75Bg, japanese, 4.0, 210
SUinDfVWO2FSoSlKntDgiw, japanese, 3.5, 254
cqj7o7uZ_jboXL0BqO4YMg, japanese, 3.5, 294
aTzxrI2o3vH_HQkqeFszzg, japanese, 4.0, 157
wcs0Qm2PshPz0ifTsJK3YA, japanese, 3.5, 200
neccHiLwwGeMUVRXSC7q_A, japanese, 4.0, 152
YoR6ouUwehLFnBQ7RAjPlw, japanese, 4.5, 69
HO8vjBAFY3GU1erXMZ_UbQ, japanese, 4.5, 80
k2p78r6NOhYYb_5QOORGcA, japanese, 4.0, 154
55jx0bYJ-odyqKKSrDXtPA, japanese, 4.0, 118
k9SHpkjwlYnXZkSLVtl11w, japanese, 3.5, 268
35zXShgl22ax__nMLG7z5Q, japanese, 3.5, 428
6qK0MyhsXYLgMSPWZdleGA, japanese, 4.0, 163
YUupWsGbZx-bGea9fdmW4w, japanese, 3.5, 309
UB5emSFilql0J10Jx4AHXA, japanese, 4.0, 842
oIPpGBpDdi_Z_7hhXGvW8Q, japanese, 4.5, 55
Jcp-SJpnkhj_MD8-aDIHaQ, japanese, 3.5, 257
SKoMUaQewpMdj1Mg8QvBNw, japanese, 3.5, 282
ymb0SvFrlcWm6k_Gx5SYcQ, japanese, 4.0, 179
NLZsTQQQ-jttCAQkKBmqoQ, japanese, 4.0, 200
25KSIumOXSnysnUIGAhNYw, japanese, 3.5, 245
iiZpFWVd1Cmd-cSOanmXAA, japanese, 3.5, 193
YMh3vH--fzLqiOAyL_3T5w, japanese, 4.5, 275
OOZgZGmiKocoYRgUOupEcA, japanese, 4.0, 136
QaEqD7q2GtmlovBOPC6yIQ, japanese, 4.5, 169
bnaeQCoBiQ7a5IfyBkrGCg, japanese, 4.0, 130
XL6EJm_QKNnxeGiSJXXbUg, japanese, 4.0, 103
c869kkUkjPM5nSGeJqVosg, japanese, 3.5, 244
5eXrMPB5GUM-sapL8T-znQ, japanese, 4.0, 110
7OMGEtFWT6sdd9TVuoGqJQ, japanese, 4.5, 415
QJTLAOMNvhV1_jPfcQ_qPw, japanese, 3.5, 154
Qli775QfVY4oFPNu7Cy5Tw, japanese, 3.5, 202
z_yu_Qo1xTLeYPBqBM5igA, japanese, 4.0, 132
0IlPgT9j_85PuLDs8ZqiUw, japanese, 3.5, 147
qikiQkcPe40utb7uKDJMHQ, japanese, 3.5, 164
aMUu0H6jsUDqdmSuAZeZsg, japanese, 3.5, 349
RRNU27hv8rhBYx-mOinwRA, japanese, 4.0, 641
dL6_XUUr_INX10IOMtSM0w, japanese, 4.0, 156
Uoic12Je-GLfRp3D3Klp5g, japanese, 4.0, 149
D65eObUbArHu6UiQsUasgw, japanese, 4.0, 792
dOxHYQmBR14Fa2C1X8oMMQ, japanese, 4.5, 63
6kCo3xb87Sc3Aa5ZSWzNnw, japanese, 3.5, 322
REIcoQFvGB7B6S0GmqHo1A, japanese, 4.0, 108
LKNhVc1VIt87NQL2wn9rnw, japanese, 4.5, 50
snJZrvebNxanqMmWPhqndg, japanese, 4.5, 51
ZlNDeVv6UJ1cGzcSoypVOA, japanese, 4.5, 96
IS94JDTcq_WedBcj6P4qpQ, japanese, 4.0, 114
RoqLH-4rDugHlduthnZggg, japanese, 4.0, 90
UTLEGU4mLmB26DiX99Ggxw, japanese, 4.0, 224
5UqEDoMZCrvhSKgCWg5GGw, japanese, 4.0, 141
nyN6xEgKkWTAM4C41nqpkQ, japanese, 3.5, 169
HDoJIH-qW9FqJ5WB-bKTqA, japanese, 4.5, 60
479rycCXZojMT9S0cl8Oxg, japanese, 4.0, 133
C5tqSSgVPfgtsJn3QnvDiQ, japanese, 4.0, 174
Ycz0lIQObftqCnJJvln2WQ, japanese, 3.0, 424
D6ZEcG1FCZ18nekMWrhgMg, japanese, 4.0, 131
ckDKWs7pyXpRYi06sVedrA, japanese, 4.0, 407
-Exv1AEsaKU6Cdb2TO_ZUg, japanese, 4.0, 77
sNeefaiRztDQ10B4QzUi3g, japanese, 4.5, 62
zuD-iB7hV_dnf_JzBk_DCQ, japanese, 4.0, 96
R2WUk-6zIaJCFQXhAvlm9g, japanese, 4.5, 45
ocnHpILS80DHL--34L8xpw, japanese, 4.5, 58
3adJXvbiqtOF6mmzeGXwWw, japanese, 3.5, 203
1en3taVtoDPgtEDWHrFeog, japanese, 4.0, 94
us2cegdaGlJRLbSLZsu54w, japanese, 4.0, 111
MSVftNJ5lwPK9TQtHayaPQ, japanese, 4.0, 111
R9jTfyPlnfk23gy8VCCVAg, japanese, 4.5, 50
Cx8VCw7e918oH0qhDCmjpA, japanese, 3.0, 326
GpZTBy6C-GhMBIhimBRZ_g, japanese, 4.0, 115
k6KrdEQ8EAMPJx82fZpUvw, japanese, 3.5, 153
bLDHO08mO_OMNMBW9gdetw, japanese, 3.5, 153
bpeeh-kkay0ZE7mGXsCVKQ, japanese, 4.0, 136
pil3w2-2REoXBwEToYZ_tQ, japanese, 4.0, 129
PqX9bDlDCc6qOZd2vw4tYw, japanese, 3.5, 197
HsqaGB90PYkI0En3rrtupQ, japanese, 3.5, 177
XKDHsS8PevoEdFLNtt05FA, japanese, 4.5, 228
4qtJ_u-7-73ts5UPa6NBmA, japanese, 4.5, 45
